1776564106.629865,MTR-001,1484.0,60.2,15.66,51.9,0.949,NORMAL,HEALTHY,0
1776564106.8318048,MTR-001,1490.2,60.57,15.6,52.2,0.857,NORMAL,HEALTHY,0
1776564107.033734,MTR-001,1489.6,60.78,14.88,52.6,0.825,NORMAL,HEALTHY,0
1776564107.2357702,MTR-001,1462.3,60.69,15.02,53.0,0.85,NORMAL,HEALTHY,0
1776564107.437498,MTR-001,1470.1,59.97,15.31,53.4,0.922,NORMAL,HEALTHY,0
1776564107.6395767,MTR-001,1475.4,60.92,15.98,53.8,0.949,NORMAL,HEALTHY,0
1776564107.8411455,MTR-001,1501.1,61.5,15.58,54.3,0.925,NORMAL,HEALTHY,0
1776564108.0433874,MTR-001,1473.7,59.61,15.64,54.8,0.923,NORMAL,HEALTHY,0
1776564108.2452548,MTR-001,1489.0,59.31,15.17,55.2,0.831,NORMAL,HEALTHY,0
1776564108.446898,MTR-001,1489.9,60.34,15.52,55.8,0.871,NORMAL,HEALTHY,0
1776564108.6487918,MTR-001,1487.0,60.2,15.13,56.3,0.844,NORMAL,HEALTHY,0
1776564108.8509808,MTR-001,1478.5,59.82,15.15,56.8,0.834,NORMAL,HEALTHY,0
1776564109.0531282,MTR-001,1486.5,60.01,15.86,57.3,0.823,NORMAL,HEALTHY,0
1776564109.2550364,MTR-001,1483.4,59.22,15.64,57.9,0.851,NORMAL,HEALTHY,0
1776564109.4568691,MTR-001,1486.4,59.78,15.98,58.5,0.937,NORMAL,HEALTHY,0
1776564109.6582358,MTR-001,1489.4,60.35,16.07,59.1,0.903,NORMAL,HEALTHY,0
1776564109.8607116,MTR-001,1489.0,59.83,15.88,59.7,0.916,NORMAL,HEALTHY,0
1776564110.0625577,MTR-001,1483.9,60.18,15.46,60.4,0.874,NORMAL,HEALTHY,0
1776564110.2642636,MTR-001,1474.7,60.82,15.31,61.0,0.936,NORMAL,HEALTHY,0
1776564110.4657483,MTR-001,1497.1,60.07,15.04,61.7,0.826,NORMAL,HEALTHY,0
1776564110.667886,MTR-001,1472.9,60.35,15.99,62.3,0.883,NORMAL,HEALTHY,0
1776564110.8702092,MTR-001,1493.6,60.69,16.05,63.0,0.843,NORMAL,HEALTHY,0
1776564111.0722885,MTR-001,1486.2,62.27,14.84,63.8,0.923,NORMAL,HEALTHY,0
1776564111.2745714,MTR-001,1459.2,60.76,15.76,64.5,0.854,NORMAL,HEALTHY,0
1776564111.4764526,MTR-001,1478.6,60.08,15.41,65.2,0.897,NORMAL,HEALTHY,0
1776564111.677974,MTR-001,1464.5,59.94,16.23,66.0,0.848,NORMAL,HEALTHY,0
1776564111.8802643,MTR-001,1477.1,59.59,15.38,66.8,0.822,NORMAL,HEALTHY,0
1776564112.0825527,MTR-001,1471.4,59.4,15.14,67.6,0.864,NORMAL,HEALTHY,0
1776564112.2858522,MTR-001,1492.4,60.77,15.53,68.4,0.92,NORMAL,HEALTHY,0
1776564112.4887862,MTR-001,1491.5,59.31,15.36,69.2,0.904,NORMAL,HEALTHY,0
1776564112.6903393,MTR-001,1479.6,60.39,15.42,70.1,0.911,NORMAL,HEALTHY,0
1776564112.891758,MTR-001,1483.1,60.79,16.11,71.0,0.925,NORMAL,HEALTHY,0
1776564113.0938747,MTR-001,1484.6,60.54,16.17,71.8,0.859,NORMAL,HEALTHY,0
1776564113.2958264,MTR-001,1484.4,59.81,15.4,72.7,0.886,NORMAL,HEALTHY,0
1776564113.4977467,MTR-001,1479.3,61.19,15.52,73.7,0.873,NORMAL,HEALTHY,0
1776564113.6993334,MTR-001,1478.1,60.14,15.4,74.6,0.83,NORMAL,HEALTHY,0
1776564113.9010477,MTR-001,1493.8,59.77,14.72,75.5,0.84,NORMAL,HEALTHY,0
1776564114.1030328,MTR-001,1495.9,60.86,15.37,76.5,0.896,NORMAL,HEALTHY,0
1776564114.3045645,MTR-001,1465.8,60.39,14.46,77.5,0.902,NORMAL,HEALTHY,0
1776564114.5063546,MTR-001,1485.7,61.53,15.33,78.5,0.915,NORMAL,HEALTHY,0
1776564114.7077692,MTR-001,1479.7,61.8,15.45,79.5,0.832,NORMAL,HEALTHY,0
1776564114.909764,MTR-001,1486.8,59.24,15.21,80.5,0.897,NORMAL,HEALTHY,0
1776564115.1118324,MTR-001,1482.9,58.57,15.52,81.6,0.898,NORMAL,HEALTHY,0
1776564115.3140035,MTR-001,1472.0,59.51,15.17,82.7,0.918,NORMAL,HEALTHY,0
1776564115.5157733,MTR-001,1484.4,60.14,15.04,83.7,0.846,NORMAL,HEALTHY,0
1776564115.7174842,MTR-001,1470.3,60.36,16.34,84.8,0.913,NORMAL,HEALTHY,0
1776564115.9196286,MTR-001,1478.8,60.46,15.07,86.0,0.844,NORMAL,HEALTHY,0
1776564116.1214058,MTR-001,1479.5,60.08,15.88,87.1,0.829,NORMAL,HEALTHY,0
1776564116.3232071,MTR-001,1474.3,58.99,16.09,88.2,0.925,NORMAL,HEALTHY,0
1776564116.5254524,MTR-001,1488.7,59.79,15.9,89.4,0.869,NORMAL,HEALTHY,0
1776564116.7274604,MTR-001,1474.2,60.1,15.53,90.6,0.91,NORMAL,HEALTHY,0
1776564116.928672,MTR-001,1467.1,59.99,14.61,91.8,0.856,NORMAL,HEALTHY,0
1776564117.130316,MTR-001,1483.4,59.86,15.77,93.0,0.925,NORMAL,HEALTHY,0
1776564117.331973,MTR-001,1474.8,61.29,15.2,94.2,0.85,NORMAL,HEALTHY,0
1776564117.533908,MTR-001,1471.5,60.94,15.57,95.5,0.933,NORMAL,HEALTHY,0
1776564117.735925,MTR-001,1496.5,60.12,15.89,96.8,0.828,NORMAL,HEALTHY,0
1776564117.9376028,MTR-001,1485.8,60.93,15.74,98.0,0.861,NORMAL,HEALTHY,0
1776564118.1390615,MTR-001,1475.4,58.26,15.59,99.3,0.834,NORMAL,HEALTHY,0
1776564118.3411896,MTR-001,1487.5,61.57,15.4,100.7,0.897,NORMAL,HEALTHY,0
1776564118.5433128,MTR-001,1476.2,59.01,15.24,102.0,0.842,NORMAL,HEALTHY,0
1776564118.745408,MTR-001,1485.6,59.82,15.48,103.3,0.88,NORMAL,HEALTHY,0
1776564118.9471028,MTR-001,1488.0,61.84,15.11,104.7,0.865,NORMAL,HEALTHY,0
1776564119.1485631,MTR-001,1476.5,60.74,15.51,106.1,0.848,NORMAL,HEALTHY,0
1776564119.3503733,MTR-001,1467.5,60.07,15.59,107.5,0.944,NORMAL,HEALTHY,0
1776564119.5520923,MTR-001,1466.1,60.72,15.83,108.9,0.858,NORMAL,HEALTHY,0
1776564119.753543,MTR-001,1488.9,58.76,15.59,110.3,0.822,NORMAL,HEALTHY,0
1776564119.9552877,MTR-001,1476.1,60.03,15.36,111.8,0.899,NORMAL,HEALTHY,0
1776564120.1565614,MTR-001,1463.8,60.13,16.23,113.3,0.872,NORMAL,HEALTHY,0
1776564120.3581476,MTR-001,1481.1,62.06,15.78,114.8,0.862,NORMAL,HEALTHY,0
1776564120.560391,MTR-001,1475.6,61.38,14.71,116.2,0.83,NORMAL,HEALTHY,0
1776564120.7625468,MTR-001,1479.3,61.48,14.68,117.8,0.93,NORMAL,HEALTHY,0
1776564120.9643745,MTR-001,1486.2,59.72,16.2,119.3,0.863,NORMAL,HEALTHY,0
1776564121.1656396,MTR-001,1487.9,59.39,15.4,120.8,0.868,NORMAL,HEALTHY,0
1776564121.3815477,MTR-001,1483.7,60.05,15.7,122.4,0.84,NORMAL,HEALTHY,0
1776564121.5837579,MTR-001,1482.9,59.99,15.48,124.0,0.92,NORMAL,HEALTHY,0
1776564121.7859201,MTR-001,1459.4,59.83,15.33,125.6,0.832,NORMAL,HEALTHY,0
1776564121.9880142,MTR-001,1482.6,59.89,15.72,127.2,0.854,NORMAL,HEALTHY,0
1776564122.1901765,MTR-001,1477.9,61.66,15.78,128.8,0.85,NORMAL,HEALTHY,0
1776564122.3921568,MTR-001,1485.8,61.79,15.69,130.5,0.9,NORMAL,HEALTHY,0
1776564122.5943193,MTR-001,1476.6,60.79,14.69,132.2,0.83,NORMAL,HEALTHY,0
1776564122.7960436,MTR-001,1463.7,61.58,16.11,133.8,0.895,NORMAL,HEALTHY,0
1776564122.997981,MTR-001,1484.5,59.78,15.17,135.5,0.825,NORMAL,HEALTHY,0
1776564123.1995194,MTR-001,1483.4,60.14,15.55,137.3,0.948,NORMAL,HEALTHY,0
1776564123.4017406,MTR-001,1474.2,58.46,15.26,139.0,0.937,NORMAL,HEALTHY,0
1776564123.603748,MTR-001,1474.1,59.12,15.44,140.7,0.865,NORMAL,HEALTHY,0
1776564123.8054354,MTR-001,1486.7,60.75,14.86,142.5,0.9,NORMAL,HEALTHY,0
1776564124.0070992,MTR-001,1451.0,59.65,15.57,144.3,0.911,NORMAL,HEALTHY,0
1776564124.209008,MTR-001,1464.8,60.77,15.71,146.1,0.869,NORMAL,HEALTHY,0
1776564124.4111416,MTR-001,1496.1,61.02,16.19,147.9,0.824,NORMAL,HEALTHY,0
1776564124.613322,MTR-001,1476.9,60.53,15.66,149.7,0.941,NORMAL,HEALTHY,0
1776564124.815528,MTR-001,1453.3,60.42,15.27,151.6,0.921,NORMAL,HEALTHY,0
1776564125.017904,MTR-001,1478.8,60.22,14.94,153.5,0.876,NORMAL,HEALTHY,0
1776564125.2193577,MTR-001,1486.8,60.72,15.76,155.3,0.922,NORMAL,HEALTHY,0
1776564125.4214633,MTR-001,1497.3,61.19,15.22,157.2,0.829,NORMAL,HEALTHY,0
1776564125.6236959,MTR-001,1479.4,61.29,15.62,159.2,0.844,NORMAL,HEALTHY,0
1776564125.825612,MTR-001,1470.7,59.19,15.8,161.1,0.932,NORMAL,HEALTHY,0
1776564126.0276046,MTR-001,1482.3,58.64,15.99,163.0,0.923,NORMAL,HEALTHY,0
1776564126.2296317,MTR-001,1459.7,60.07,14.75,165.0,0.872,NORMAL,HEALTHY,0
1776564126.432022,MTR-001,1483.0,60.9,17.04,167.0,0.821,NORMAL,HEALTHY,0
1776564126.6336865,MTR-001,1485.8,60.63,15.54,169.0,0.919,NORMAL,HEALTHY,0
1776564126.835888,MTR-001,1480.9,61.51,15.42,171.0,0.949,NORMAL,HEALTHY,0
1776564127.0377395,MTR-001,1477.3,62.45,16.18,173.0,0.837,NORMAL,HEALTHY,0
1776564127.2399855,MTR-001,1493.9,61.09,15.86,175.1,0.855,NORMAL,HEALTHY,0
1776564127.441958,MTR-001,1475.8,60.33,15.27,177.2,0.949,NORMAL,HEALTHY,0
1776564127.6439497,MTR-001,1481.8,60.63,15.31,179.2,0.831,NORMAL,HEALTHY,0
1776564127.8455439,MTR-001,1475.7,59.54,15.66,181.3,0.86,NORMAL,HEALTHY,0
1776564128.0470815,MTR-001,1477.2,58.66,15.27,183.5,0.942,NORMAL,HEALTHY,0
1776564128.2484252,MTR-001,1470.8,59.26,15.61,185.6,0.899,NORMAL,HEALTHY,0
1776564128.4505558,MTR-001,1482.0,61.16,15.67,187.7,0.823,NORMAL,HEALTHY,0
1776564128.6527734,MTR-001,1479.9,60.43,15.61,189.9,0.838,NORMAL,HEALTHY,0
1776564128.8553925,MTR-001,1470.4,60.38,15.88,192.1,0.926,NORMAL,HEALTHY,0
1776564129.0576003,MTR-001,1485.7,60.84,14.95,194.3,0.918,NORMAL,HEALTHY,0
1776564129.2599778,MTR-001,1478.2,59.9,15.88,196.5,0.902,NORMAL,HEALTHY,0
1776564129.46181,MTR-001,1460.8,59.23,16.05,198.7,0.881,NORMAL,HEALTHY,0
1776564129.663408,MTR-001,1470.9,60.74,15.47,201.0,0.895,NORMAL,HEALTHY,0
1776564129.8643596,MTR-001,1486.5,60.26,15.21,203.3,0.895,NORMAL,HEALTHY,0
1776564130.066065,MTR-001,1474.2,60.17,15.92,205.5,0.832,NORMAL,HEALTHY,0
1776564130.267997,MTR-001,1495.9,60.18,15.12,207.8,0.925,NORMAL,HEALTHY,0
1776564130.4699318,MTR-001,1475.6,59.24,15.46,210.2,0.887,NORMAL,HEALTHY,0
1776564130.671551,MTR-001,1478.1,60.01,15.81,212.5,0.864,NORMAL,HEALTHY,0
1776564130.8731534,MTR-001,1491.9,61.35,15.33,214.8,0.932,NORMAL,HEALTHY,0
1776564131.0755374,MTR-001,1479.6,59.55,15.29,217.2,0.825,NORMAL,HEALTHY,0
1776564131.2772987,MTR-001,1474.9,60.07,15.16,219.6,0.929,NORMAL,HEALTHY,0
1776564131.4785075,MTR-001,1474.1,60.59,14.97,222.0,0.915,NORMAL,HEALTHY,0
1776564131.6805654,MTR-001,1490.2,60.26,15.51,224.4,0.869,NORMAL,HEALTHY,0
1776564131.8822556,MTR-001,1490.6,60.79,15.8,226.8,0.848,NORMAL,HEALTHY,0
1776564132.084238,MTR-001,1465.7,60.11,15.24,229.3,0.828,NORMAL,HEALTHY,0
1776564132.286001,MTR-001,1484.8,59.35,16.04,231.8,0.925,NORMAL,HEALTHY,0
1776564132.487726,MTR-001,1482.0,59.29,15.97,234.2,0.94,NORMAL,HEALTHY,0
1776564132.6895876,MTR-001,1483.0,60.78,14.95,236.7,0.842,NORMAL,HEALTHY,0
1776564132.8918016,MTR-001,1478.7,61.01,15.41,239.3,0.893,NORMAL,HEALTHY,0
1776564133.0934014,MTR-001,1481.6,60.32,15.79,241.8,0.884,NORMAL,HEALTHY,0
1776564133.2953992,MTR-001,1484.0,60.5,15.67,244.3,0.903,NORMAL,HEALTHY,0
1776564133.4972935,MTR-001,1475.0,59.44,15.2,246.9,0.826,NORMAL,HEALTHY,0
1776564133.699368,MTR-001,1491.1,58.79,15.76,249.5,0.899,NORMAL,HEALTHY,0
1776564133.9012578,MTR-001,1473.7,61.08,15.71,252.1,0.895,NORMAL,HEALTHY,0
1776564134.1031556,MTR-001,1489.7,60.51,16.35,254.7,0.828,NORMAL,HEALTHY,0
1776564134.3054993,MTR-001,1479.7,60.08,16.03,257.3,0.942,NORMAL,HEALTHY,0
1776564134.5071585,MTR-001,1479.1,61.16,15.6,260.0,0.947,NORMAL,HEALTHY,0
1776564134.709171,MTR-001,1475.6,61.47,15.36,262.7,0.911,NORMAL,HEALTHY,0
1776564134.9111395,MTR-001,1480.1,60.1,15.5,265.3,0.863,NORMAL,HEALTHY,0
1776564135.1125925,MTR-001,1467.4,59.24,15.97,268.0,0.899,NORMAL,HEALTHY,0
1776564135.3146806,MTR-001,1484.0,60.38,14.82,270.8,0.844,NORMAL,HEALTHY,0
1776564135.5165312,MTR-001,1476.3,61.11,15.34,273.5,0.84,NORMAL,HEALTHY,0
1776564135.718693,MTR-001,1482.7,60.85,15.29,276.2,0.829,NORMAL,HEALTHY,0
1776564135.9210212,MTR-001,1482.9,59.28,15.09,279.0,0.84,NORMAL,HEALTHY,0
1776564136.1230338,MTR-001,1473.6,60.31,14.89,281.8,0.921,NORMAL,HEALTHY,0
1776564136.3250597,MTR-001,1475.2,61.22,15.86,284.6,0.831,NORMAL,HEALTHY,0
1776564136.5269136,MTR-001,1486.2,59.61,15.24,287.4,0.86,NORMAL,HEALTHY,0
1776564136.7289574,MTR-001,1480.9,59.1,15.56,290.2,0.849,NORMAL,HEALTHY,0
1776564136.9311912,MTR-001,1490.4,60.62,15.53,293.1,0.834,NORMAL,HEALTHY,0
1776564137.133859,MTR-001,1482.3,60.53,15.5,296.0,0.851,NORMAL,HEALTHY,0
1776564137.33553,MTR-001,1488.6,60.44,15.08,298.8,0.844,NORMAL,HEALTHY,0
1776564137.5379624,MTR-001,1471.9,61.05,14.6,301.7,0.827,NORMAL,HEALTHY,0
1776564137.7399087,MTR-001,1483.9,60.51,14.96,304.7,0.841,NORMAL,HEALTHY,0
1776564137.9412913,MTR-001,1474.6,59.26,15.52,307.6,0.87,NORMAL,HEALTHY,0
1776564138.143308,MTR-001,1490.9,60.35,15.07,310.5,0.889,NORMAL,HEALTHY,0
1776564138.3452246,MTR-001,1491.2,59.27,15.97,313.5,0.903,NORMAL,HEALTHY,0
1776564138.547044,MTR-001,1476.2,60.81,15.66,316.5,0.875,NORMAL,HEALTHY,0
1776564138.7491295,MTR-001,1474.3,59.57,16.14,319.5,0.924,NORMAL,HEALTHY,0
1776564138.9512513,MTR-001,1491.1,59.63,15.68,322.5,0.851,NORMAL,HEALTHY,0
1776564139.1531508,MTR-001,1487.6,60.31,15.57,325.5,0.877,NORMAL,HEALTHY,0
1776564139.3544137,MTR-001,1473.2,60.37,15.77,328.6,0.844,NORMAL,HEALTHY,0
1776564139.5563052,MTR-001,1490.3,59.48,15.18,331.7,0.838,NORMAL,HEALTHY,0
1776564139.758454,MTR-001,1477.0,59.51,15.16,334.7,0.874,NORMAL,HEALTHY,0
1776564139.9610147,MTR-001,1486.1,60.36,15.36,337.8,0.863,NORMAL,HEALTHY,0
1776564140.1629796,MTR-001,1476.7,61.07,15.44,341.0,0.94,NORMAL,HEALTHY,0
1776564140.3650763,MTR-001,1486.0,60.65,15.55,344.1,0.851,NORMAL,HEALTHY,0
1776564140.5666542,MTR-001,1477.9,60.36,15.56,347.2,0.853,NORMAL,HEALTHY,0
1776564140.7685647,MTR-001,1478.8,61.4,15.11,350.4,0.87,NORMAL,HEALTHY,0
1776564140.9701998,MTR-001,1472.4,59.92,15.63,353.6,0.853,NORMAL,HEALTHY,0
1776564141.1723926,MTR-001,1478.6,60.73,15.62,356.8,0.831,NORMAL,HEALTHY,0
1776564141.3742285,MTR-001,1475.2,59.91,15.69,360.0,0.83,NORMAL,HEALTHY,0
1776564141.5756898,MTR-001,1476.6,60.11,15.07,363.2,0.904,NORMAL,HEALTHY,0
1776564141.7787893,MTR-001,1493.1,60.38,15.69,366.5,0.895,NORMAL,HEALTHY,0
1776564141.9806843,MTR-001,1473.5,59.12,15.61,369.8,0.932,NORMAL,HEALTHY,0
1776564142.1818943,MTR-001,1477.6,59.75,16.08,373.0,0.944,NORMAL,HEALTHY,0
1776564142.383418,MTR-001,1468.9,59.9,15.08,376.3,0.899,NORMAL,HEALTHY,0
1776564142.5845668,MTR-001,1477.0,59.6,15.51,379.7,0.912,NORMAL,HEALTHY,0
1776564142.7863731,MTR-001,1486.5,61.01,15.59,383.0,0.922,NORMAL,HEALTHY,0
1776564142.987416,MTR-001,1489.6,61.02,15.38,386.3,0.909,NORMAL,HEALTHY,0
1776564143.188865,MTR-001,1483.6,61.82,15.77,389.7,0.938,NORMAL,HEALTHY,0
1776564143.3903358,MTR-001,1479.7,59.84,16.01,393.1,0.877,NORMAL,HEALTHY,0
1776564143.5917253,MTR-001,1463.2,60.44,15.51,396.5,0.83,NORMAL,HEALTHY,0
1776564143.7929807,MTR-001,1479.1,60.9,15.21,399.9,0.935,NORMAL,HEALTHY,0
1776564143.9948585,MTR-001,1476.3,60.61,15.93,403.3,0.923,NORMAL,HEALTHY,0
1776564144.1961238,MTR-001,1475.5,60.79,15.13,406.8,0.882,NORMAL,HEALTHY,0
1776564144.397542,MTR-001,1490.2,60.8,15.67,410.3,0.908,NORMAL,HEALTHY,0
1776564144.6014972,MTR-001,1468.3,57.83,16.01,413.7,0.886,NORMAL,HEALTHY,0
1776564144.8033495,MTR-001,1487.7,59.4,16.08,417.2,0.876,NORMAL,HEALTHY,0
1776564145.0045736,MTR-001,1482.1,60.37,16.11,420.8,0.823,NORMAL,HEALTHY,0
1776564145.206612,MTR-001,1482.9,60.11,15.22,424.3,0.907,NORMAL,HEALTHY,0
1776564145.4079442,MTR-001,1479.5,59.56,15.18,427.8,0.912,NORMAL,HEALTHY,0
1776564145.609517,MTR-001,1468.5,61.1,15.5,431.4,0.918,NORMAL,HEALTHY,0
1776564145.8129585,MTR-001,1481.5,59.85,14.73,435.0,0.93,NORMAL,HEALTHY,0
1776564146.0154777,MTR-001,1491.8,59.35,15.4,438.6,0.833,NORMAL,HEALTHY,0
1776564146.2174695,MTR-001,1487.7,61.52,15.37,442.2,0.917,NORMAL,HEALTHY,0
1776564146.419609,MTR-001,1483.5,59.39,15.93,445.8,0.877,NORMAL,HEALTHY,0
1776564146.6220498,MTR-001,1468.1,60.5,15.22,449.5,0.897,NORMAL,HEALTHY,0
1776564146.8244345,MTR-001,1470.0,59.57,15.25,453.2,0.922,NORMAL,HEALTHY,0
1776564147.0269315,MTR-001,1482.9,59.76,15.92,456.8,0.821,NORMAL,HEALTHY,0
1776564147.2323098,MTR-001,1479.4,61.7,15.66,460.5,0.838,NORMAL,HEALTHY,0
1776564147.43439,MTR-001,1482.8,60.0,15.55,464.3,0.834,NORMAL,HEALTHY,0
1776564147.636186,MTR-001,1473.2,60.74,15.38,468.0,0.947,NORMAL,HEALTHY,0
1776564147.8378253,MTR-001,1484.3,62.38,15.5,471.7,0.91,NORMAL,HEALTHY,0
1776564148.0396183,MTR-001,1493.4,60.22,15.17,475.5,0.865,NORMAL,HEALTHY,0
1776564148.2413673,MTR-001,1468.4,61.19,16.15,479.3,0.929,NORMAL,HEALTHY,0
1776564148.443483,MTR-001,1491.4,58.76,15.2,483.1,0.871,NORMAL,HEALTHY,0
1776564148.645082,MTR-001,1489.3,59.46,15.53,486.9,0.85,NORMAL,HEALTHY,0
1776564148.8472383,MTR-001,1473.1,59.93,15.77,490.7,0.891,NORMAL,HEALTHY,0
1776564149.0487173,MTR-001,1479.2,61.15,14.89,494.6,0.841,NORMAL,HEALTHY,0
1776564149.2498987,MTR-001,1473.7,61.18,15.71,498.5,0.907,NORMAL,HEALTHY,0
1776564149.4511075,MTR-001,1477.1,60.3,15.26,502.3,0.897,NORMAL,HEALTHY,0
1776564149.652522,MTR-001,1485.3,61.13,15.46,506.2,0.946,NORMAL,HEALTHY,0
1776564149.8540096,MTR-001,1490.5,59.2,16.07,510.2,0.919,NORMAL,HEALTHY,0
1776564150.0556257,MTR-001,1479.1,61.27,15.53,514.1,0.947,NORMAL,HEALTHY,0
1776564150.25723,MTR-001,1483.2,60.82,15.55,518.0,0.869,NORMAL,HEALTHY,0
1776564150.4640179,MTR-001,1471.8,60.25,15.43,522.0,0.891,NORMAL,HEALTHY,0
1776564150.6660492,MTR-001,1478.2,60.25,15.19,526.0,0.872,NORMAL,HEALTHY,0
1776564150.8679776,MTR-001,1473.1,59.95,15.86,530.0,0.94,NORMAL,HEALTHY,0
1776564151.0702229,MTR-001,1468.3,60.05,15.37,534.0,0.91,NORMAL,HEALTHY,0
1776564151.271772,MTR-001,1475.8,61.37,15.95,538.0,0.939,NORMAL,HEALTHY,0
1776564151.4728093,MTR-001,1477.4,60.84,15.25,542.1,0.867,NORMAL,HEALTHY,0
1776564151.6745079,MTR-001,1481.7,62.05,15.69,546.2,0.828,NORMAL,HEALTHY,0
1776564151.8761525,MTR-001,1479.4,60.49,15.98,550.2,0.843,NORMAL,HEALTHY,0
1776564152.0774603,MTR-001,1493.7,60.39,14.84,554.4,0.867,NORMAL,HEALTHY,0
1776564152.2808256,MTR-001,1468.7,59.17,16.04,558.5,0.945,NORMAL,HEALTHY,0
1776564152.482603,MTR-001,1480.2,61.26,14.82,562.6,0.931,NORMAL,HEALTHY,0
1776564152.68413,MTR-001,1474.5,60.88,15.56,566.8,0.949,NORMAL,HEALTHY,0
1776564152.8855653,MTR-001,1497.7,59.51,14.9,570.9,0.904,NORMAL,HEALTHY,0
1776564153.0875971,MTR-001,1465.5,60.59,15.46,575.1,0.853,NORMAL,HEALTHY,0
1776564153.289123,MTR-001,1475.5,61.0,15.36,579.3,0.895,NORMAL,HEALTHY,0
1776564153.4906373,MTR-001,1480.7,59.87,15.63,583.5,0.9,NORMAL,HEALTHY,0
1776564153.692124,MTR-001,1476.5,59.26,15.44,587.8,0.827,NORMAL,HEALTHY,0
1776564153.893266,MTR-001,1480.6,59.25,15.6,592.0,0.921,NORMAL,HEALTHY,0
1776564154.0944898,MTR-001,1490.5,60.56,15.72,596.3,0.862,NORMAL,HEALTHY,0
1776564154.2963176,MTR-001,1452.9,59.53,15.77,600.5,0.891,NORMAL,HEALTHY,0
1776564154.498031,MTR-001,1477.6,60.11,15.02,604.8,0.821,NORMAL,HEALTHY,0
1776564154.6992698,MTR-001,1492.2,58.29,15.16,609.2,0.906,NORMAL,HEALTHY,0
1776564154.9006813,MTR-001,1487.7,60.0,16.7,613.5,0.844,NORMAL,HEALTHY,0
1776564155.1024306,MTR-001,1479.8,60.15,15.65,617.9,0.94,NORMAL,HEALTHY,0
1776564155.3040495,MTR-001,1466.4,59.62,15.44,622.2,0.893,NORMAL,HEALTHY,0
1776564155.505234,MTR-001,1480.4,59.96,15.34,626.6,0.941,NORMAL,HEALTHY,0
1776564155.7067752,MTR-001,1481.4,59.35,15.66,631.0,0.828,NORMAL,HEALTHY,0
1776564155.9086888,MTR-001,1480.5,60.88,15.68,635.4,0.845,NORMAL,HEALTHY,0
1776564156.109711,MTR-001,1482.2,59.93,15.45,639.8,0.889,NORMAL,HEALTHY,0
1776564156.3143742,MTR-001,1480.1,60.57,15.54,644.3,0.878,NORMAL,HEALTHY,0
1776564156.5159175,MTR-001,1482.8,59.51,14.99,648.8,0.937,NORMAL,HEALTHY,0
1776564156.717292,MTR-001,1480.7,58.82,15.25,653.2,0.924,NORMAL,HEALTHY,0
1776564156.9188654,MTR-001,1488.9,60.88,16.14,657.8,0.821,NORMAL,HEALTHY,0
1776564157.1206057,MTR-001,1501.8,59.24,15.55,662.3,0.893,NORMAL,HEALTHY,0
1776564157.3225105,MTR-001,1478.9,59.73,15.29,666.8,0.87,NORMAL,HEALTHY,0
1776564157.5239196,MTR-001,1478.9,59.04,15.51,671.3,0.915,NORMAL,HEALTHY,0
1776564157.7259498,MTR-001,1471.7,59.53,15.15,675.9,0.915,NORMAL,HEALTHY,0
1776564157.9275317,MTR-001,1496.1,59.77,16.04,680.5,0.879,NORMAL,HEALTHY,0
